time,size
1620130240.883516,71
1620130240.971296,164
1620130240.980145,164
1620130241.034147,54
1620130245.992783,164
1620130245.998903,164
1620130246.054296,54
1620130246.465761,360
1620130246.484499,149
1620130246.488640,66
1620130250.161027,98
1620130251.009600,164
1620130251.013652,164
1620130251.054255,54
1620130251.175242,98
1620130252.172275,98
1620130253.175451,98
1620130254.173297,98
1620130255.174705,98
1620130256.017327,164
1620130256.024893,164
1620130256.080080,54
1620130256.174088,98
1620130257.174716,98
1620130257.253971,66
1620130257.271437,66
1620130258.173141,98
1620130259.175242,98
1620130260.206360,98
1620130260.233287,98
1620130261.036003,164
1620130261.040900,164
1620130261.083150,54
1620130261.225808,98
1620130261.253533,98
1620130261.261675,74
1620130261.261675,74
1620130261.283366,90
1620130261.286573,102
1620130266.052820,164
1620130266.060189,164
1620130266.114482,54
1620130269.397015,78
1620130269.397015,78
1620130271.061298,164
1620130271.068120,164
1620130271.122423,54
1620130276.082524,164
1620130276.089825,164
1620130276.145619,54
1620130280.615104,66
1620130280.631246,66
1620130281.096267,164
1620130281.100616,164
1620130281.142320,54
1620130286.103521,164
1620130286.108158,164
1620130286.151401,54
1620130291.121791,164
1620130291.174764,164
1620130291.230480,54
1620130291.494441,66
1620130291.510452,66
1620130296.178389,164
1620130296.328790,164
1620130296.379048,54
1620130300.896076,71
1620130301.329843,164
1620130301.336205,164
1620130301.377149,54
1620130302.371719,66
1620130302.390793,66
1620130306.346984,164
1620130306.350671,164
1620130306.394091,54
1620130306.510998,360
1620130306.531175,149
1620130306.535571,66
1620130307.362900,79
1620130307.385844,95
1620130307.410603,1392
1620130307.452884,1392
1620130307.461199,75
1620130307.470755,1392
1620130307.470755,255
1620130307.497735,67
1620130307.517040,427
1620130307.517113,251
1620130307.523891,75
1620130311.362977,164
1620130311.368824,164
1620130311.409242,54
1620130316.372322,164
1620130316.375846,164
1620130316.418509,54
1620130321.377335,164
1620130321.384244,164
1620130321.439234,54
1620130323.391498,98
1620130324.411687,98
1620130325.413421,98
1620130325.730994,66
1620130325.747586,66
1620130326.391191,164
1620130326.395183,164
1620130326.410672,98
1620130326.437558,54
1620130327.411332,98
1620130328.414486,98
1620130329.399724,78
1620130329.399724,78
1620130329.411514,98
1620130330.413908,98
1620130331.401231,164
1620130331.407804,164
1620130331.411496,98
1620130331.463570,54
1620130332.242364,93
1620130332.264929,66
1620130332.272677,93
1620130332.277751,66
1620130332.414796,98
1620130333.438879,98
1620130333.467232,98
1620130334.464127,98
1620130334.492754,98
1620130334.507063,74
1620130334.507063,74
1620130334.525697,90
1620130334.529774,102
1620130336.417286,164
1620130336.422127,164
1620130336.463975,54
1620130341.423860,164
1620130341.430168,164
1620130341.484758,54
1620130346.441191,164
1620130346.449587,164
1620130346.502411,54
1620130351.457353,164
1620130351.463106,164
1620130351.518591,54
1620130351.573899,66
1620130351.595135,66
1620130353.275347,79
1620130353.302327,119
1620130353.325940,1392
1620130353.362148,1392
1620130353.368271,75
1620130353.378676,1392
1620130353.378676,1392
1620130353.378676,1392
1620130353.389281,1392
1620130353.389281,378
1620130353.404123,67
1620130353.412290,67
1620130353.427946,380
1620130353.428032,301
1620130353.435402,75
1620130356.477342,164
1620130356.494142,164
1620130356.540328,54
1620130360.914771,71
1620130361.510933,164
1620130361.517490,164
1620130361.558252,54
1620130366.521016,164
1620130366.527491,164
1620130366.555260,360
1620130366.568176,54
1620130366.573957,149
1620130366.579252,66
1620130370.852807,66
